2022-06-27 13:33:24.284  INFO 3184 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : Starting QuickfixLmaxMarketDataApplication using Java 17.0.3 on DESKTOP-G1O7DN4 with PID 3184 (D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client\quickfix-client-lmax\quickfix-client-markerdata-lmax\target\classes started by iorch in D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client)
2022-06-27 13:33:24.287  INFO 3184 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : No active profile set, falling back to 1 default profile: "default"
2022-06-27 13:38:57.830  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=174|35=W|34=98|49=LMXBDM|52=20220627-11:38:57.771|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21340.74|271=5|272=20220627|273=11:38:57.725|269=1|270=21351.77|271=4.95|10=068|
2022-06-27 13:38:58.929  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=174|35=W|34=99|49=LMXBDM|52=20220627-11:38:58.872|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.74|271=5|272=20220627|273=11:38:58.783|269=1|270=21353.77|271=4.95|10=081|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:38:58.929  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:38:58.929  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=174|35=W|34=99|49=LMXBDM|52=20220627-11:38:58.872|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.74|271=5|272=20220627|273=11:38:58.783|269=1|270=21353.77|271=4.95|10=081|
2022-06-27 13:38:59.930  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=100|49=LMXBDM|52=20220627-11:38:59.872|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.74|271=5|272=20220627|273=11:38:59.870|269=1|270=21349.77|271=4.95|10=117|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:38:59.930  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:38:59.930  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=100|49=LMXBDM|52=20220627-11:38:59.872|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.74|271=5|272=20220627|273=11:38:59.870|269=1|270=21349.77|271=4.95|10=117|
2022-06-27 13:39:01.030  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=101|49=LMXBDM|52=20220627-11:39:00.973|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.74|271=5|272=20220627|273=11:39:00.899|269=1|270=21351.27|271=4.95|10=093|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:01.030  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:01.030  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=101|49=LMXBDM|52=20220627-11:39:00.973|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.74|271=5|272=20220627|273=11:39:00.899|269=1|270=21351.27|271=4.95|10=093|
2022-06-27 13:39:03.131  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=102|49=LMXBDM|52=20220627-11:39:03.074|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.74|271=5|272=20220627|273=11:39:03.015|269=1|270=21350.77|271=5|10=174|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:03.131  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:03.131  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=102|49=LMXBDM|52=20220627-11:39:03.074|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.74|271=5|272=20220627|273=11:39:03.015|269=1|270=21350.77|271=5|10=174|
2022-06-27 13:39:04.131  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=103|49=LMXBDM|52=20220627-11:39:04.075|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.74|271=5|272=20220627|273=11:39:04.073|269=1|270=21348.77|271=5|10=189|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:04.131  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:04.131  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=103|49=LMXBDM|52=20220627-11:39:04.075|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.74|271=5|272=20220627|273=11:39:04.073|269=1|270=21348.77|271=5|10=189|
2022-06-27 13:39:05.232  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=104|49=LMXBDM|52=20220627-11:39:05.175|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21340.76|271=5|272=20220627|273=11:39:05.131|269=1|270=21342.76|271=5|10=181|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:05.232  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:05.232  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=104|49=LMXBDM|52=20220627-11:39:05.175|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21340.76|271=5|272=20220627|273=11:39:05.131|269=1|270=21342.76|271=5|10=181|
2022-06-27 13:39:06.334  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=105|49=LMXBDM|52=20220627-11:39:06.276|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21338.74|271=5|272=20220627|273=11:39:06.189|269=1|270=21340.77|271=5|10=203|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:06.334  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:06.334  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=105|49=LMXBDM|52=20220627-11:39:06.276|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21338.74|271=5|272=20220627|273=11:39:06.189|269=1|270=21340.77|271=5|10=203|
2022-06-27 13:39:07.330  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=106|49=LMXBDM|52=20220627-11:39:07.276|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21339.51|271=5|272=20220627|273=11:39:07.247|269=1|270=21341.51|271=5|10=190|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:07.330  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:07.330  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=106|49=LMXBDM|52=20220627-11:39:07.276|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21339.51|271=5|272=20220627|273=11:39:07.247|269=1|270=21341.51|271=5|10=190|
2022-06-27 13:39:07.870  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=13|49=jcorderop|52=20220627-11:39:07.870|56=LMXBDM|10=162|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:07.870  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 13:39:08.429  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=107|49=LMXBDM|52=20220627-11:39:08.377|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21333.24|271=5|272=20220627|273=11:39:08.305|269=1|270=21340.77|271=5|10=191|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:08.429  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:08.429  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=107|49=LMXBDM|52=20220627-11:39:08.377|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21333.24|271=5|272=20220627|273=11:39:08.305|269=1|270=21340.77|271=5|10=191|
2022-06-27 13:39:09.440  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=108|49=LMXBDM|52=20220627-11:39:09.377|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21336.76|271=5|272=20220627|273=11:39:09.363|269=1|270=21338.76|271=5|10=214|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:09.440  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:09.443  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=108|49=LMXBDM|52=20220627-11:39:09.377|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21336.76|271=5|272=20220627|273=11:39:09.363|269=1|270=21338.76|271=5|10=214|
2022-06-27 13:39:10.540  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=109|49=LMXBDM|52=20220627-11:39:10.478|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21334.74|271=5|272=20220627|273=11:39:10.423|269=1|270=21337.77|271=5|10=194|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:10.540  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:10.540  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=109|49=LMXBDM|52=20220627-11:39:10.478|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21334.74|271=5|272=20220627|273=11:39:10.423|269=1|270=21337.77|271=5|10=194|
2022-06-27 13:39:11.640  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=110|49=LMXBDM|52=20220627-11:39:11.579|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21334.51|271=5|272=20220627|273=11:39:11.481|269=1|270=21336.51|271=5|10=180|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:11.640  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:11.640  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=110|49=LMXBDM|52=20220627-11:39:11.579|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21334.51|271=5|272=20220627|273=11:39:11.481|269=1|270=21336.51|271=5|10=180|
2022-06-27 13:39:12.639  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=111|49=LMXBDM|52=20220627-11:39:12.579|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21333.76|271=5|272=20220627|273=11:39:12.540|269=1|270=21335.76|271=5|10=191|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:12.639  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:12.639  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=111|49=LMXBDM|52=20220627-11:39:12.579|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21333.76|271=5|272=20220627|273=11:39:12.540|269=1|270=21335.76|271=5|10=191|
2022-06-27 13:39:13.741  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=112|49=LMXBDM|52=20220627-11:39:13.680|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21335.51|271=5|272=20220627|273=11:39:13.598|269=1|270=21337.51|271=5|10=190|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:13.741  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:13.741  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=112|49=LMXBDM|52=20220627-11:39:13.680|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21335.51|271=5|272=20220627|273=11:39:13.598|269=1|270=21337.51|271=5|10=190|
2022-06-27 13:39:14.739  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=113|49=LMXBDM|52=20220627-11:39:14.680|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21335.26|271=5|272=20220627|273=11:39:14.656|269=1|270=21337.26|271=5|10=192|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:14.739  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:14.739  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=113|49=LMXBDM|52=20220627-11:39:14.680|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21335.26|271=5|272=20220627|273=11:39:14.656|269=1|270=21337.26|271=5|10=192|
2022-06-27 13:39:15.840  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=114|49=LMXBDM|52=20220627-11:39:15.781|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21339.01|271=5|272=20220627|273=11:39:15.715|269=1|270=21341.01|271=5|10=178|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:15.840  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:15.840  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=114|49=LMXBDM|52=20220627-11:39:15.781|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21339.01|271=5|272=20220627|273=11:39:15.715|269=1|270=21341.01|271=5|10=178|
2022-06-27 13:39:16.839  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=115|49=LMXBDM|52=20220627-11:39:16.781|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21337.74|271=5|272=20220627|273=11:39:16.773|269=1|270=21342.27|271=5|10=202|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:16.839  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:16.839  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=115|49=LMXBDM|52=20220627-11:39:16.781|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21337.74|271=5|272=20220627|273=11:39:16.773|269=1|270=21342.27|271=5|10=202|
2022-06-27 13:39:17.939  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=116|49=LMXBDM|52=20220627-11:39:17.882|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21339.01|271=5|272=20220627|273=11:39:17.831|269=1|270=21341.01|271=5|10=185|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:17.939  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:17.939  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=116|49=LMXBDM|52=20220627-11:39:17.882|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21339.01|271=5|272=20220627|273=11:39:17.831|269=1|270=21341.01|271=5|10=185|
2022-06-27 13:39:21.144  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=117|49=LMXBDM|52=20220627-11:39:21.083|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21340.51|271=5|272=20220627|273=11:39:21.005|269=1|270=21342.51|271=5|10=165|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:21.144  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:21.144  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=117|49=LMXBDM|52=20220627-11:39:21.083|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21340.51|271=5|272=20220627|273=11:39:21.005|269=1|270=21342.51|271=5|10=165|
2022-06-27 13:39:22.139  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=118|49=LMXBDM|52=20220627-11:39:22.084|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.51|271=5|272=20220627|273=11:39:22.064|269=1|270=21345.51|271=5|10=180|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:22.139  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:22.139  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=118|49=LMXBDM|52=20220627-11:39:22.084|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.51|271=5|272=20220627|273=11:39:22.064|269=1|270=21345.51|271=5|10=180|
2022-06-27 13:39:23.241  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=172|35=W|34=119|49=LMXBDM|52=20220627-11:39:23.185|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.26|271=5|272=20220627|273=11:39:23.121|269=1|270=21345.26|271=5|10=183|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:23.241  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:23.241  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=172|35=W|34=119|49=LMXBDM|52=20220627-11:39:23.185|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.26|271=5|272=20220627|273=11:39:23.121|269=1|270=21345.26|271=5|10=183|
2022-06-27 13:39:25.347  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=120|49=LMXBDM|52=20220627-11:39:25.286|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21344.01|271=4.95|272=20220627|273=11:39:25.238|269=1|270=21346.01|271=5|10=080|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:25.348  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:25.348  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=120|49=LMXBDM|52=20220627-11:39:25.286|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21344.01|271=4.95|272=20220627|273=11:39:25.238|269=1|270=21346.01|271=5|10=080|
2022-06-27 13:39:26.447  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=121|49=LMXBDM|52=20220627-11:39:26.387|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.26|271=4.95|272=20220627|273=11:39:26.295|269=1|270=21345.26|271=5|10=100|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:26.447  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
